"NoFilter";"";"";"";"";"";"";"";"";""
"Unité : 1000 T.E.P. (Tonne Equivalent Pétrole )";"";"";"";"";"";"";"";"";""
"Source : Société Tunisienne d'Electricité et de Gaz";"";"";"";"";"";"";"";"";""
"Production et consommation du gaz";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Gaz disponible";"4685";"4691";"4927";"5129";"5150";"4969";"5220";"5234";"5005"
"Consommation du Gaz";"4685";"4685";"4865";"5024";"5118";"4842";"5106";"4867";"4644"
