"NoFilter";"";"";"";"";"";"";"";"";""
"Unité : Mille individus";"";"";"";"";"";"";"";"";""
"Source : Office National du Tourisme Tunisien  (O.N.T.T)";"";"";"";"";"";"";"";"";""
"Emplois touristiques directs";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Emplois directs";"97";"94";"94";"95";"94";"92";"92";"92";"92"
