"NoFilter";"";"";"";"";"";""
"Unité : véhicule";"";"";"";"";"";""
"Source : Institut National de la statistique";"";"";"";"";"";""
"Pollution locale";"";"";"";"";"";""
"";"";"";"";"";"";""
"";"";"";"";"";"";""
"";"2000";"2001";"2002";"2003";"2004";"2005"
"Véhicules à essence";"446872";"467726";"494081";"519762";"544931";"574316"
"Véhicules à moteur diesel";"493278";"517367";"546886";"573557";"605050";"636831"
"Autres véhicules";"313";"311";"347";"1733";"2711";"3107"
