"NoFilter";"";"";"";"";"";"";"";"";""
"Unité : Nombre";"";"";"";"";"";"";"";"";""
"Source : Répertoire National d’Entreprises";"";"";"";"";"";"";"";"";""
"Suivie de la génération 2005 par secteur d'activité";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"Secteur d'activité";"29349";"28572";"27549";"26969";"22682";"22370";"22192";"21934";"20473"
"Agriculture, Sylviculture et Pêche";"137";"130";"121";"122";"111";"107";"108";"108";"104"
"Industrie";"3103";"3064";"2956";"2903";"2496";"2466";"2451";"2431";"2295"
"Construction";"1403";"1380";"1341";"1323";"1155";"1127";"1124";"1095";"1029"
"Commerce, réparation d’automobiles et de motocycles";"12372";"12010";"11509";"11239";"9102";"8939";"8826";"8746";"8048"
"Transports et Entreposage";"4298";"4150";"4038";"3969";"3447";"3419";"3452";"3411";"3205"
"Hébergement et Restauration";"1773";"1755";"1705";"1672";"1453";"1444";"1424";"1406";"1295"
"Information et communication";"861";"812";"757";"713";"512";"491";"476";"458";"384"
"Activités financières et d'assurances";"62";"61";"57";"58";"54";"52";"52";"53";"52"
"Activités immobilières";"151";"154";"155";"159";"160";"164";"167";"171";"173"
"Activités spécialisées, scientifiques et techniques";"1546";"1527";"1491";"1482";"1355";"1355";"1347";"1330";"1301"
"Activités de services administratifs et de soutien";"665";"643";"605";"585";"501";"493";"492";"490";"467"
"Enseignement, Santé humaine et action sociale";"980";"966";"949";"949";"909";"907";"894";"884";"870"
"Réparation d'ordinateurs et de biens personnels et domestiques";"345";"342";"328";"326";"272";"273";"266";"259";"241"
"Autres services personnels";"1136";"1094";"1062";"1015";"788";"783";"771";"753";"699"
"Autres activités";"517";"484";"475";"454";"367";"350";"342";"339";"310"
