"NoFilter";"";"";"";"";"";"";"";"";""
"Unité : Mille Lits";"";"";"";"";"";"";"";"";""
"Source : Office National du Tourisme Tunisien  (O.N.T.T)";"";"";"";"";"";"";"";"";""
"Capacité en lits";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Capacité en lits";"235";"234";"238";"236";"231";"230";"230";"231";"232"
