"NoFilter";"";"";"";"";"";"";"";"";""
"Unité : Nombre";"";"";"";"";"";"";"";"";""
"Source : Ministère des Technologies de l'Information et de la Communication";"";"";"";"";"";"";"";"";""
"Nombre de centres publics de Télécommunications (Publitels)";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2013";"2014"
"Nombre de centres publics de Télécommunications (Publitels)";"10446";"11348";"11818";"11715";"11006";"10775";"10497";"125";"138"
