"NoFilter";"";"";"";"";"";"";"";"";""
"Unité : Km";"";"";"";"";"";"";"";"";""
"Source : Société Nationale des Chemins de Fer Tunisiens (S.N.C.F.T.)";"";"";"";"";"";"";"";"";""
"Parcours des engins moteurs via le réseau ferroviaire";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"Diesel & rames électriques";"4339";"4270";"4559";"3979";"3650";"3638";"2773";"2920";"3149"
