"NoFilter";"";"";"";"";"";"";"";"";""
"Unité : Jours";"";"";"";"";"";"";"";"";""
"Source : Office National du Tourisme Tunisien  (O.N.T.T)";"";"";"";"";"";"";"";"";""
"Durée moyenne de séjour (en jours)";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Durée moyenne de séjour";"3";"3";"3";"3";"5";"4";"4";"5";"5"
